Price,Close,High,Low,Open,Volume
Ticker,BBCA,BBCA,BBCA,BBCA,BBCA
Date,,,,,
2020-03-10,37.518585205078125,37.902316627454695,36.1406346543615,37.64068141552193,147100
2020-03-11,35.739463806152344,36.85577592317546,35.53015694764678,36.36739103541411,191650
2020-03-12,31.047456741333008,32.96612054599343,30.90791773700528,32.96612054599343,207600
2020-03-13,34.570823669433594,34.570823669433594,31.36142297285043,33.31497252476423,511500
2020-03-16,30.0881290435791,31.971907424536976,29.42531954876187,30.05324345783278,454900
2020-03-17,30.733495712280273,32.04167509288994,30.227664754879207,30.611396175517385,366750
2020-03-18,28.25667381286621,29.931141696389446,27.035705152643217,28.48342342451633,624950
2020-03-19,29.024145126342773,29.407879957585152,27.454330192447653,27.733408255056876,438200
2020-03-20,28.553194046020508,30.83814621667585,28.43109452079731,29.72183431532458,269800
2020-03-23,26.77407455444336,28.727620753659053,26.77407455444336,28.65785290998047,376650
2020-03-24,30.473413467407227,30.596431323474107,28.48754325608845,28.48754325608845,262550
2020-03-25,32.07265090942383,33.75975860858317,30.561281081604807,30.684298932337047,206300
2020-03-26,33.1270866394043,33.81247355233503,32.336253007573305,32.336253007573305,306750
2020-03-27,31.563005447387695,32.52958061453594,31.38726755516568,32.248395964598195,159250
2020-03-30,32.160518646240234,32.283539844371624,30.94791128966644,31.721167280297145,190450
2020-03-31,33.40827941894531,33.65431511971037,32.28354095603646,32.42413326390007,189550
2020-04-01,31.73873519897461,32.52956883555393,31.668440737936567,32.265958740688895,119400
2020-04-02,32.38897705078125,32.95134615551794,31.87932795462346,31.98477467574979,108750
2020-04-03,31.96719741821289,32.58228982955966,31.7387328944633,32.28353084987603,78200
2020-04-06,33.77732849121094,33.77732849121094,33.12709041055787,33.2852571549296,101200
2020-04-07,34.146385192871094,35.27112350161505,34.0057929042781,34.83177218076387,156900
2020-04-08,34.81420135498047,34.884499182597615,33.93549862167567,34.4627222728495,236300
2020-04-09,35.32384490966797,35.81591621648732,34.95478807756908,35.02508589396292,133400
2020-04-13,35.482017517089844,35.56988645014068,34.7614815397212,35.28870184199609,152600
2020-04-14,35.67532730102539,36.23769982927294,35.44686608016287,35.763199579806894,130650
2020-04-15,34.63846206665039,34.91965004079107,34.339706338597054,34.339706338597054,109850
2020-04-16,34.286983489990234,34.86692720106502,34.19911119923033,34.86692720106502,88100
2020-04-17,35.83349609375,35.85107055050824,35.06024010829685,35.09538566982844,143650
2020-04-20,35.65775680541992,36.114679254938075,34.954791971117146,34.97236642717319,224600
2020-04-21,34.32212448120117,35.27112153838552,34.32212448120117,34.480291216062625,206850
2020-04-22,35.27112579345703,35.323849162099464,34.91964672512847,35.323849162099464,119750
2020-04-23,35.3765754699707,35.88622473486034,35.30628098459805,35.622614548738454,116150
2020-04-24,35.7983512878418,35.81592239298603,35.341425458437584,35.65775898279319,71900
2020-04-27,36.3958625793457,36.53645822289382,35.728050032415304,35.90379123486582,216100
2020-04-28,36.97580337524414,37.13396674384114,36.62432102906751,36.97580337524414,305100
2020-04-29,38.27629089355469,38.38173427920512,37.64362387568253,37.88965955952846,108200
2020-04-30,37.169132232666016,38.047835138175785,37.04611436221234,38.047835138175785,161450
2020-05-01,36.378299713134766,36.41344527999527,36.044391688069446,36.237707389736535,100650
2020-05-04,36.55403137207031,36.624329197778536,36.026811087197935,36.149828930202496,73250
2020-05-05,36.76491928100586,37.29213953409719,36.747344825638194,37.13397278777286,93600
2020-05-06,36.57160568237305,37.06368040441002,36.51888566528735,37.06368040441002,103100
2020-05-07,36.97580337524414,37.397580179465656,36.905505565215186,37.11639564331798,60450
2020-05-08,37.57332992553711,37.57332992553711,37.29214530014748,37.520609903267264,81050
2020-05-11,37.62604522705078,37.78421196389561,37.09882500555763,37.2394172880881,121350
2020-05-12,36.99338150024414,37.959956459775626,36.99338150024414,37.71391742993931,77300
2020-05-13,35.938941955566406,37.151549274371725,35.76320074426591,37.151549274371725,125100
2020-05-14,36.149818420410156,36.20254177436313,35.14809815919064,35.56987493486287,106100
2020-05-15,36.3255729675293,36.41344190451333,35.868647120845175,36.09711172017978,81600
2020-05-18,37.555755615234375,37.67877345934849,37.23942210066387,37.309716575021284,143250
2020-05-19,37.18669891357422,37.60847581774511,37.18669891357422,37.5206068863705,111800
2020-05-20,37.62604522705078,37.85450978115305,37.538176307463395,37.81936087252433,76750
2020-05-21,37.32728958129883,37.62604862767583,36.95823606329562,37.45030742063323,269750
2020-05-22,37.22184753417969,37.274567551795876,36.85279065094214,37.028531864294074,99800
2020-05-26,38.38172912597656,38.50474695138284,38.15326457709261,38.17083903100555,149700
2020-05-27,38.83866500854492,38.85623946704475,37.81936987945122,38.750792716045765,72050
2020-05-28,38.76836013793945,39.06711917424024,38.64534230275406,38.996824704984846,190650
2020-05-29,38.5223274230957,38.73321755101111,38.08297606259141,38.73321755101111,102700
2020-06-01,39.20771026611328,39.295582539976934,38.62776666655121,38.76835895274855,90000
2020-06-02,39.77009201049805,39.89311323288161,39.453761780325586,39.54163073004256,96400
2020-06-03,40.420326232910156,40.52576962365762,40.19186499429318,40.22701055655236,64600
2020-06-04,40.227012634277344,40.50819725878372,39.94582800977097,40.244587092307135,137700
2020-06-05,41.1584358215332,41.38689705542881,40.98269460592934,41.070566889723715,113800
2020-06-08,41.6680793762207,41.755951655199745,41.24630249307542,41.31660031625865,231500
2020-06-09,41.246307373046875,41.474771973437996,40.929977187250486,41.246307373046875,351650
2020-06-10,40.98269271850586,41.45719297318813,40.80695151099561,41.386895149390135,140750
2020-06-11,38.610198974609375,39.98097651912249,38.504755579488396,39.98097651912249,216600
2020-06-12,39.29558563232422,39.84038036521319,38.75078754745048,39.62949024332904,143950
2020-06-15,39.541622161865234,39.85795567547773,38.346585933544624,38.39930930314165,227950
2020-06-16,40.156707763671875,40.56091013781505,39.87552321192147,40.455466768904714,215100
2020-06-17,39.71736145019531,40.297305079714754,39.71736145019531,40.297305079714754,145350
2020-06-18,39.893096923828125,40.03368919708985,39.50646565837024,39.55918901783746,299950
2020-06-19,39.80522918701172,40.367598344043884,39.64706244259835,40.367598344043884,54750
2020-06-22,40.12156677246094,40.12156677246094,39.73493877552072,39.94582555494814,121300
2020-06-23,40.19235610961914,40.65250680134445,40.139264006186245,40.59941469791155,199950
2020-06-24,39.272056579589844,39.856093324210626,38.95349046877082,39.802997847193375,132450
2020-06-25,39.64372253417969,39.66142102997528,38.91810108477503,39.16587327462748,335800
2020-06-26,38.7942008972168,39.449031501204004,38.77650240785047,39.36053905437239,89100
2020-06-29,39.431339263916016,39.44903775608854,38.900394625666884,39.165865256970335,86950
2020-06-30,40.015377044677734,40.08616763956836,39.236660247026954,39.28975572492666,319600
2020-07-01,40.050777435302734,40.26315600721708,39.714516145265776,39.97998682842654,142250
2020-07-02,40.245452880859375,40.8294896668697,40.15696378853516,40.67020660017211,77850
2020-07-06,40.404747009277344,40.77640872520341,40.351651513961215,40.72331322988728,56350
2020-07-07,40.06847381591797,40.440135453239186,39.997683212778455,40.210058397839695,85900
2020-07-08,40.333946228027344,40.510924416533555,40.01538008768805,40.086170687962024,754150
2020-07-09,39.979976654052734,40.49321939413103,39.6083150916963,40.47552427864732,84350
2020-07-10,40.44013214111328,40.475529127605306,39.94458445715222,40.1038675207239,93300
2020-07-13,40.28084945678711,40.9533753282553,40.1746618719537,40.776397145413775,93500
2020-07-14,40.953372955322266,40.953372955322266,40.06846858981821,40.13926255936682,103900
2020-07-15,41.57280731201172,41.661299775279375,41.14805361525392,41.37812726846519,110550
2020-07-16,41.34272766113281,41.53740430079492,41.183444626000835,41.325029171046836,87500
2020-07-17,41.55510711669922,41.57280560862758,41.23654101327306,41.48431652462795,56500
2020-07-20,41.785186767578125,41.82058037802161,41.502017630175914,41.502017630175914,58700
2020-07-21,42.015254974365234,42.40461164386359,41.90906740552786,42.139141033949166,74900
2020-07-22,42.10375213623047,42.15684423876505,41.92677058461641,41.99756117987664,53150
2020-07-23,41.767486572265625,42.19224026105775,41.625902009334915,42.06835419044866,57050
2020-07-24,41.62590789794922,41.67900000678251,41.466624820163894,41.60820940312388,64950
2020-07-27,42.17454528808594,42.20994227568296,41.73209307005078,41.73209307005078,60150
2020-07-28,42.06835174560547,42.20993630030785,41.87367171702392,42.03295476301936,62050
2020-07-29,42.68778610229492,42.705481218221166,42.2984260390754,42.440010595980105,75700
2020-07-30,42.33382797241211,42.36922495968787,41.555111130557876,41.926772745668366,102200
2020-07-31,42.15684509277344,42.35152514105694,41.80288535801718,42.28073116872025,1372250
2020-08-03,42.245338439941406,42.45771361009939,42.15684597267352,42.38692301192755,97800
2020-08-04,42.9001579284668,42.9001579284668,42.333819744694324,42.42230882004308,59900
2020-08-05,43.289520263671875,43.4665018132238,43.21872966923648,43.3072187561913,52700
2020-08-06,43.519588470458984,43.537286959391366,43.23641939882405,43.30720997891198,63350
2020-08-07,43.254127502441406,43.27182599530788,42.98865686072907,43.27182599530788,63150
2020-08-10,43.39570999145508,43.519596059944945,43.20102995488974,43.20102995488974,48850
2020-08-11,43.36030960083008,43.820460230242446,43.36030960083008,43.69657417148564,98250
2020-08-12,43.82046890258789,44.12133655153026,43.76737342019479,43.944354985862525,85700
2020-08-13,43.78506851196289,43.92665307836659,43.537296364667,43.78506851196289,83700
2020-08-14,43.67888259887695,43.71427958574004,43.44880555990937,43.44880555990937,62800
2020-08-17,44.20981979370117,44.20981979370117,43.9620476599539,44.068235235039566,62100
2020-08-18,44.22752380371094,44.36910838003789,44.01514862704178,44.3514098860417,77100
2020-08-19,43.94435501098633,44.35141024930503,43.90895802270403,44.298318142524174,105400
2020-08-20,44.156734466552734,44.156734466552734,43.661186747411044,43.73197734977833,87500
2020-08-21,43.90895462036133,43.944351605900856,43.66118247286935,43.82046553215486,147600
2020-08-24,44.103633880615234,44.36910451615446,43.92665233170833,44.36910451615446,75900
2020-08-25,44.24522018432617,44.26291867747699,43.90895556574542,44.19212470487371,111350
2020-08-26,44.776161193847656,44.84695516600439,44.262918398280895,44.28061689132008,95000
2020-08-27,44.75846862792969,45.02393928736595,44.49299459285085,44.98854229926976,89700
2020-08-28,44.68767166137695,45.09472687031652,44.63457618278566,45.09472687031652,58250
2020-08-31,44.24522018432617,44.758466358772715,44.24522018432617,44.758466358772715,89500
2020-09-01,44.65227127075195,44.65227127075195,44.19212061830924,44.439896123865836,102200
2020-09-02,44.86465072631836,44.93544131820524,44.6345737074911,44.91774282632298,102800
2020-09-03,43.891258239746094,44.7761626669639,43.71428005481653,44.687673574499115,81700
2020-09-04,43.554988861083984,44.192117634364145,42.95325369280026,44.085930068091095,90000
2020-09-08,42.65239334106445,43.05944856050219,42.36922419922582,42.793977911983774,81350
2020-09-09,43.608089447021484,43.78507100902997,43.05944964287345,43.18333572358664,117000
2020-09-10,42.988651275634766,43.83815856900301,42.8824603322323,43.80276158786885,66050
2020-09-11,43.094844818115234,43.37801395516355,42.8824662775078,43.34261696912192,103550
2020-09-14,43.43110656738281,43.57269112656112,43.34261410812002,43.537294142856,80100
2020-09-15,43.554988861083984,43.9974409921372,43.501893390126526,43.90894854054143,70200
2020-09-16,43.218727111816406,43.87355779371696,43.165631637400004,43.87355779371696,66150
2020-09-17,43.20103073120117,43.20103073120117,42.581597001978565,42.70548307269463,89250
2020-09-18,42.88246536254883,43.20103147884171,42.793976274975165,43.05944691333846,147100
2020-09-21,42.1214485168457,42.1214485168457,41.46662114456563,42.05065791946195,107650
2020-09-22,42.56489944458008,42.61832941239248,42.03061335408858,42.368996356417526,87600
2020-09-23,41.6388053894043,42.65395451842359,41.54975882925401,42.65395451842359,175750
2020-09-24,41.92376708984375,42.15529021328846,41.229190925691725,41.371667477867454,135000
2020-09-25,42.19090270996094,42.20871270043453,41.49632666912437,41.6922331674255,129100
2020-09-28,42.67176055908203,42.814240488526856,42.54709401772629,42.760810514985046,87050
2020-09-29,42.58271789550781,42.58271789550781,42.24433482593841,42.56490790269797,132750
2020-09-30,42.47586441040039,42.849864095754654,42.386814439904825,42.52929099578869,86650
2020-10-01,42.70737838745117,42.83204492251922,42.458045317315076,42.63614182323014,84750
2020-10-02,42.67176055908203,42.79643049734625,42.01280786994213,42.01280786994213,126100
2020-10-05,43.43758010864258,43.43758010864258,42.99234044899053,43.0101504430057,54700
2020-10-06,42.867671966552734,43.544438121161626,42.7430054109429,43.4731981482938,163250
2020-10-07,43.5266227722168,43.5622393573594,43.188239736548645,43.3129062768189,126400
2020-10-08,44.04309844970703,44.060908440540636,43.74033539935257,43.86500193827939,85950
2020-10-09,44.203392028808594,44.38148856867513,44.09653546365225,44.38148856867513,168850
2020-10-12,44.38148498535156,44.55958151083874,44.31024501639322,44.488341541880395,51650
2020-10-13,44.025291442871094,44.14996138715636,43.88281490345373,44.132151395115606,39800
2020-10-14,43.847198486328125,44.274628106237884,43.81157850210848,44.221198129908416,112300
2020-10-15,43.74034118652344,43.793771166093435,43.06357842984778,43.06357842984778,68950
2020-10-16,43.669105529785156,43.97186862656974,43.669105529785156,43.74034210713562,54600
2020-10-19,43.24168014526367,43.9362529783403,43.170440163969005,43.9362529783403,73150
2020-10-20,43.34852981567383,43.66910288661989,43.29509983821324,43.36633980816069,101750
2020-10-21,43.206058502197266,43.50882161730185,43.17043851291222,43.33072506778578,175750
2020-10-22,43.36634063720703,43.41976721878026,43.06357755295983,43.15262412018774,113350
2020-10-23,43.5266227722168,43.651289312487044,43.241669709625235,43.651289312487044,97600
2020-10-26,42.725189208984375,43.081382227744506,42.36899958713263,43.04576224648682,109650
2020-10-27,42.600528717041016,42.79643524485152,42.52928874441579,42.79643524485152,72850
2020-10-28,41.12234115600586,41.7456774486181,41.06891116627012,41.71005745546095,152550
2020-10-29,41.229190826416016,41.42509735902678,40.67709461267806,41.05109428739795,106200
2020-10-30,41.051090240478516,41.17576018333715,40.55242405667843,41.03328364555018,115100
2020-11-02,41.51414489746094,41.54976488547637,41.10452522601052,41.54976488547637,113500
2020-11-03,42.42243576049805,42.529292331539814,42.03062606873879,42.03062606873879,87600
2020-11-04,42.689571380615234,43.099194391919696,42.17309521396572,42.65395479446974,70000
2020-11-05,43.61566925048828,43.811575754501554,43.36633617040481,43.491002710446544,117650
2020-11-06,43.68691635131836,43.84720289953088,43.562246394001626,43.72253294221414,112650
2020-11-09,44.32806396484375,45.289783358638736,44.310253969005764,45.289783358638736,64500
2020-11-10,44.7554931640625,44.96920971477281,44.36368345082114,44.43492343336103,99550
2020-11-11,45.07606506347656,45.20073163261521,44.93358849918822,44.96920848948761,84650
2020-11-12,44.32806396484375,44.93359023569777,44.16777739921125,44.880163645093184,73450
2020-11-13,44.577392578125,44.77329570366756,44.5061526074486,44.66643914456173,83800
2020-11-16,45.32539749145508,45.32539749145508,44.915774433948926,45.182920940077395,61100
2020-11-17,45.539100646972656,45.57472062624351,44.96919456627175,45.09386109681155,90700
2020-11-18,45.41444396972656,45.806253635989925,45.41444396972656,45.5747305143136,70550
2020-11-19,45.57472610473633,45.64596267493312,45.165106484606106,45.45005955921049,287550
2020-11-20,45.841861724853516,45.895291691484566,45.59252867439138,45.6637652329914,161500
2020-11-23,46.037776947021484,46.19806348044101,45.80625044456719,46.037776947021484,67700
2020-11-24,46.857025146484375,46.963885120417864,46.37616885142103,46.447405437134016,109150
2020-11-25,46.999481201171875,47.03510117693615,46.625481646370545,46.857004695022624,73700
2020-11-27,47.231014251708984,47.30225081629169,46.99948777377144,47.124154309472424,48200
2020-11-30,46.83921432495117,47.23102742864677,46.60769117932954,47.141977451939006,105550
2020-12-01,47.07073211669922,47.4447317586148,47.03511213263812,47.21320865603496,97200
2020-12-02,47.320064544677734,47.33787453645738,46.87482494091237,46.89263493269201,105200
2020-12-03,47.64064025878906,47.80092679683302,47.355687168246206,47.355687168246206,109150
2020-12-04,48.335208892822266,48.335208892822266,47.872159310736485,47.872159310736485,82300
2020-12-07,48.335208892822266,48.49549541727152,48.05025582644771,48.17492236837302,100750
2020-12-08,48.548927307128906,48.60235728302354,48.17492426968378,48.17492426968378,94000
2020-12-09,48.37083435058594,48.70921742904901,48.085881251956685,48.65578744921519,95400
2020-12-10,48.762638092041016,48.79825807427252,48.2105419550866,48.2105419550866,61750
2020-12-11,48.4954948425293,48.54892481568199,48.26397175268454,48.4776848514784,69450
2020-12-14,48.050262451171875,48.83388519019479,48.050262451171875,48.81607519647734,100100
2020-12-15,48.655784606933594,48.69140459140869,48.299594952908684,48.353021532712646,120650
2020-12-16,48.691410064697266,48.691410064697266,48.3174069794853,48.531123513450574,77150
2020-12-17,48.887306213378906,49.02978274010255,48.76263628020092,48.83387624201691,162850
2020-12-18,48.35301971435547,48.81606930439229,48.31739973121989,48.78044932125672,112650
2020-12-21,47.99683380126953,48.12150035501738,47.3556876426705,47.3556876426705,152300
2020-12-22,48.0165901184082,48.034547369545805,47.72928095019747,47.85497828316524,95650
2020-12-23,48.214115142822266,48.4655098019111,48.19615789217372,48.37572697366376,121500
2020-12-24,48.59120178222656,48.59120178222656,48.25002433244938,48.25002433244938,97650
2020-12-28,48.25001907348633,49.09398911909823,48.14227559319958,48.86054833680488,115350
2020-12-29,48.32184600830078,48.62711236113078,48.178191455498116,48.53732955000213,74800
2020-12-30,48.50142288208008,48.6809919583086,48.303896555729175,48.303896555729175,110450
2020-12-31,48.178199768066406,48.591206250509025,48.12432801709747,48.465508923243476,145900
2021-01-04,48.28592300415039,49.00419906657257,47.890873909813465,48.66301827942144,132700
2021-01-05,49.04011917114258,49.16581647774283,48.33980364865847,48.33980364865847,152400
2021-01-06,49.57883071899414,49.812268105549,49.093995271924385,49.11195252088938,98550
2021-01-07,50.189361572265625,50.189361572265625,49.65065439881858,49.65065439881858,119150
2021-01-08,50.11753463745117,50.29710370264169,49.722485434028066,50.20731745754891,98350
2021-01-11,49.59678649902344,49.794309381798165,49.36334569438748,49.57882925059029,126400
2021-01-12,49.95591735839844,50.027746346617874,49.47108196290125,49.56086819817555,123000
2021-01-13,49.90205764770508,50.00979772361905,49.596791245119434,49.95592597316443,360300
2021-01-14,50.189361572265625,50.350973381800245,49.991835266168884,50.027749762731,125950
2021-01-15,49.72247314453125,49.88408492075895,49.34537785833521,49.84817043159853,187900
2021-01-19,49.77634811401367,49.973874405833435,49.59678249417169,49.937959911867175,75200
2021-01-20,50.243228912353516,50.2611861602844,49.920005299587245,49.95591979544901,140700
2021-01-21,50.00979995727539,50.368934701360914,49.81227362178133,50.368934701360914,132100
2021-01-22,49.417213439941406,49.668608047668116,49.27355888909834,49.668608047668116,217500
2021-01-25,49.542911529541016,49.57882602407004,48.968293317055455,49.50699703501199,359650
2021-01-26,49.327430725097656,49.7943089049032,49.21969066052558,49.7943089049032,308750
2021-01-27,47.998626708984375,48.69894571351721,47.85497214331008,48.69894571351721,325150
2021-01-28,48.5732421875,48.77076848835323,47.908841143712465,47.908841143712465,211650
2021-01-29,47.7113151550293,48.465502442773236,47.47787778203479,48.178193326013144,154050
2021-02-01,48.28592300415039,48.44753477569597,47.90883115387343,48.1243112326048,223000
2021-02-02,49.14786148071289,49.255601537367404,48.537328784679595,48.537328784679595,126450
2021-02-03,49.38130569458008,49.39926294401389,48.98625648202169,49.111953803063216,171550
2021-02-04,49.59678649902344,49.61474032246165,49.21969113191726,49.36334569438748,120300
2021-02-05,50.04570770263672,50.063661526170996,49.704526830571346,49.704526830571346,149250
2021-02-08,50.67420196533203,50.67420196533203,50.26119546147637,50.26119546147637,84800
2021-02-09,50.96150588989258,51.06924938632647,50.51258492973675,50.530542179142394,96750
2021-02-10,51.141075134277344,51.392473201823144,50.74602592098413,51.21290413214618,71600
2021-02-11,51.123111724853516,51.35655251480422,50.907631607201026,51.33859526750073,231850
2021-02-12,51.374515533447266,51.374515533447266,50.81785107948822,50.81785107948822,99000
2021-02-16,51.53611373901367,51.76955106853093,51.35654471823429,51.64385378148362,69850
2021-02-17,51.248817443847656,51.248817443847656,50.69215299824528,51.03333388022818,168700
2021-02-18,51.01537322998047,51.10515604425565,50.62032405217693,50.97945873427247,126150
2021-02-19,51.53611373901367,51.58998204775155,51.1769756974549,51.1769756974549,170150
2021-02-22,51.62590789794922,51.82343420677454,51.33859877147327,51.4283815891239,133900
2021-02-23,51.57204055786133,51.73365238343398,50.51258677910519,51.33860315703153,114450
2021-02-24,52.32622528076172,52.45192259983091,51.338600552365165,51.42838337313028,314200
2021-02-25,51.212894439697266,52.54169982382756,51.12310820935398,52.32621629599815,116000
2021-02-26,50.27914047241211,51.10515327903288,50.17140041611258,51.10515327903288,168000
2021-03-01,51.33859634399414,51.48225090043959,50.96150099270308,50.96150099270308,104650
2021-03-02,51.80548095703125,51.9491355313577,51.3745172340519,51.3745172340519,127100
2021-03-03,51.44633102416992,51.82342633601957,51.24880817033861,51.82342633601957,119450
2021-03-04,50.88967514038086,51.66181966129971,50.26118517509844,51.60794791856301,105100
2021-03-05,51.643856048583984,51.71568160505227,50.47666249977096,51.35654697272214,152850
2021-03-08,51.80548095703125,52.27235917984102,51.536129058293554,51.536129058293554,129600
2021-03-09,52.27235412597656,52.59557774320955,52.23643962961848,52.27235412597656,82350
2021-03-10,52.64944839477539,52.82901745952465,52.27235644129747,52.64944839477539,98100
2021-03-11,53.4754638671875,53.52933218825403,52.99062842761882,52.99062842761882,89800
2021-03-12,53.76277542114258,53.7807326706397,53.1342853887237,53.1342853887237,78600
2021-03-15,54.06803512573242,54.085992373008686,53.45750241831838,53.978248889351114,91400
2021-03-16,53.99620819091797,54.175777245517594,53.79868188835889,54.01416543887741,97400
2021-03-17,54.481040954589844,54.5528665179309,53.65502471370232,53.67298196078625,252650
2021-03-18,53.6729850769043,54.39126130198421,53.54728776501378,54.121906005081804,116450
2021-03-19,53.63706970214844,53.85254981238776,53.24201712505202,53.69093801721097,103100
2021-03-22,53.45750427246094,53.70889889305865,53.36771803296545,53.70889889305865,89750
2021-03-23,52.90966796875,53.34217164512802,52.819560887900195,53.14393950449213,157450
2021-03-24,52.90966796875,53.43227528874415,52.87362513641008,53.08987525598225,131500
2021-03-25,52.78351974487305,52.83758055435903,52.224866173805054,52.78351974487305,224450
2021-03-26,53.360191345214844,53.360191345214844,52.67539130171447,53.14393779536378,86850
2021-03-29,53.12590789794922,53.28809717513477,52.729447129958444,52.96371862076367,119250
2021-03-30,53.017791748046875,53.089873973752105,52.711434555024056,52.85560244366811,110600
2021-03-31,53.2520637512207,53.39623164114554,53.071856466739874,53.179981524875096,110500
2021-04-01,54.04498291015625,54.04498291015625,53.360186367767376,53.360186367767376,100000
2021-04-05,54.31529998779297,54.4234284767106,54.20717493610876,54.22519635092836,123400
2021-04-06,54.31529998779297,54.4955106987556,54.13509271406375,54.13509271406375,113500
2021-04-07,54.15312194824219,54.26125045963607,54.00895403695116,54.15312194824219,248150
2021-04-08,54.58561706542969,54.60363504278236,54.044984939548314,54.387384942216514,93200
2021-04-09,54.63967514038086,54.78384301262857,54.423425050625895,54.60363231301063,74750
2021-04-12,54.6577033996582,54.8379141218466,54.53155692529642,54.55858733059291,216400
2021-04-13,54.729793548583984,54.82890618853802,54.594634636557885,54.720781121257495,170000
2021-04-14,54.68472671508789,55.03613912454983,54.6036320724787,54.657696313295894,263700
2021-04-15,55.10822677612305,55.10822677612305,54.85593383522987,55.06317495628262,209500
2021-04-16,55.25239181518555,55.36051686467834,55.06317211926483,55.28843464409426,201100
2021-04-19,54.79285430908203,55.35150437287679,54.63967401453144,55.18931509028587,143800
2021-04-20,53.86477279663086,54.50452096708385,53.64852270182323,54.47748712730793,157200
2021-04-21,54.576602935791016,54.693740408326946,53.72060467445908,53.738626088482555,192400
2021-04-22,54.30628967285156,54.630668257216364,54.18915219800131,54.62165583140993,161900
2021-04-23,54.729793548583984,54.74781152876915,54.3243202497396,54.51353997678901,130200
